vendor	name	url	enable_proxy	description	more_info	subjects	content_id
SpringerLink	Springer Religion and Philosophy eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Literature Collection 2005	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave History Collection 2008	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave History Collection 2009	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Professional and Applied Computing eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Social Sciences Collection 2006	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Economics and Finance eBooks 2017 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Professional and Applied Computing eBooks 2016 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Theatre & Performance Collection 2013	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave History Collection 2013	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Education eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Literature & Performing Arts Collection 2008	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Social Sciences Collection 2012	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave History Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Education eBooks 2017 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Economics and Finance eBooks 2016 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Theatre & Performance Collection 2012	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Business & Management Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Social & Cultural Studies Collection 2010	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Language & Linguistics Collection 2013	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer	http://aus.idm.oclc.org/login?url=http://link.springer.com/	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.		Academic-General	27838529
SpringShare	SpringShare LibGuides - A7U	https://aus.libapps.com/libguides/	0	LibGuides is an easy to use Content Management System used by many thousands of libraries worldwide. Librarians use it to curate knowledge and share information by creating online Guides on any topic, subject, course, on any process, on any thing.			
Taylor & Francis	Taylor & Francis Journals (All Content)	http://aus.idm.oclc.org/login?url=http://www.tandfonline.com/	1	Taylor & Francis partners with world-class authors, from leading scientists and researchers, to scholars and professionals operating at the top of their fields. Together, we publish in all areas of the Humanities, Social Sciences, Behavioural Sciences, Science, Technology and Medicine sectors. We are one of the world’s leading publishers of scholarly journals, books, eBooks, text books and reference works.			
Taylor & Francis	Taylor & Francis Journals Current Content (1997-present)	http://aus.idm.oclc.org/login?url=http://www.tandfonline.com/	1	Taylor & Francis partners with world-class authors, from leading scientists and researchers, to scholars and professionals operating at the top of their fields. Together, we publish in all areas of the Humanities, Social Sciences, Behavioural Sciences, Science, Technology and Medicine sectors. We are one of the world’s leading publishers of scholarly journals, books, eBooks, text books and reference works.			
Taylor and Francis Group	Taylor & Francis Ebooks - A7U	http://aus.idm.oclc.org/login?url=https://www.taylorfrancis.com/	1	Taylor & Francis Group publishes books for all levels of academic study and professional development, across a wide range of subjects and disciplines including Humanities, Social Science, Behavioral Science, Law, and the Built Environment as well as Natural Science, Technology and Medicine. They publish Social Science and Humanities books under the Routledge imprint. Science, Technology and Medical books are published by CRC Press and Garland Science.			
Thomson ISI	Science Citation Index	http://aus.idm.oclc.org/login?url=http://ip-science.thomsonreuters.com/cgi-bin/jrnlst/jloptions.cgi?PC=D	1	[Abstract-only] Science Citation Index is a multidisciplinary index to the journal literature of the sciences. It covers over 8,300 major journals across 150 scientific disciplines and includes all cited references captured from indexed articles.		 Sciences	12104738
Thomson ISI	Web of Science	http://aus.idm.oclc.org/login?url=http://www.webofknowledge.com	1	[Abstract-only] Web of Science is a multidisciplinary index to the journal literature of the sciences and social sciences. Web of Science includes all cited references captured from indexed articles.		 Sciences; Engineering	12104716
Thomson ISI	Thomson ISI	http://aus.idm.oclc.org/login?url=http://webofknowledge.com/WOS	1	The Institute for Scientific Information (ISI) was founded by Eugene Garfield in 1960. It was acquired by Thomson Scientific & Healthcare in 1992, and became known as Thomson ISI. They are known for citation indexing and analysis.			
Thomson ISI	Social Sciences Citation Index	http://aus.idm.oclc.org/login?url=http://ip-science.thomsonreuters.com/cgi-bin/jrnlst/jloptions.cgi?PC=SS	1	[Abstract-only] Social Sciences Citation Index is a multidisciplinary index to the journal literature of the social sciences. It covers over 2,900 journals across 50 social sciences disciplines. It also indexes individually selected, relevant items from over 3,500 of the world's leading scientific and technical journals.		 Social Sciences	12104731
Thomson ISI	Journal Citation Reports	http://aus.idm.oclc.org/login?url=http://webofknowledge.com/JCR	1	Journal Citation Reports from Web of Science is a comprehensive and unique resource that allows you to evaluate and compare journals using citation data drawn from scholarly and technical journals. Journal Citation Reports can show you the most frequently cited journals in a field, highest impact journals in a field and largest journals in a field.		 Academic-General; Library Tools	12104724
John Wiley and Sons	Wiley Journals A7U	http://aus.idm.oclc.org/login?url=http://onlinelibrary.wiley.com	1	Wiley is the international scientific, technical, medical, and scholarly publishing business of John Wiley & Sons, with strengths in every major academic and professional field and partnerships with many of the world's leading societies. Wiley Online Library hosts the world's broadest and deepest multidisciplinary collection of online resources covering life, health and physical sciences, social science, and the humanities.	NOTE: All Wiley journals at the American University of Sharjah		
WordPress	WordPress	https://wordpress.org/	0	WordPress is a free and open-source content management system (CMS).			
